x,y,l
16.42765023961916,59.40541434564162,0.0306852528187746
16.42764200653956,59.40560165091062,0.028032857166972205
16.427648858549862,59.405413918219125,0.03077674105844815
16.42764882844446,59.40541487233357,0.030727254262666256
16.42764811738528,59.40541467502743,0.03077313894717073
16.427649636671028,59.40541415637458,0.03072533740540077
16.427639066398378,59.40557467204499,0.02770314163034363
16.427647411356592,59.40541447911714,0.030818699014206113
16.42764671586532,59.40541329866174,0.030916347675565847
16.427647454980136,59.405413505278815,0.030868571010911193
16.427645174714613,59.40541479855621,0.03091307409233671
16.42764615455152,59.40555359967735,0.02713971028530472
16.42764520600534,59.40541384355701,0.03096226885824932
16.427648392692994,59.405549201499824,0.02700407304396237
16.42764733894933,59.40541640941381,0.030720035190582765
16.42764663842019,59.40541522823595,0.030817374772592106
16.427645087642517,59.405416724438055,0.03081594165996358
16.427647333909466,59.40541544633697,0.030771164361124235
16.427644368276813,59.40541649696882,0.03086381999508812
16.427645105910354,59.40541576940649,0.0308652041983447
16.427655533410995,59.40552075907964,0.02675832448875807
16.42765990647775,59.40551379800949,0.02660858572610915
16.427661775573824,59.40550974562599,0.026570384288190307
16.427662192781003,59.405509210354175,0.026556410451169785
16.427671373322035,59.40550801196625,0.026064850708000752
16.42767240559886,59.4055043359809,0.02607859504309326
16.427672739736103,59.4055015033052,0.02611928953846632
16.427669145181174,59.40549567214197,0.026451693488541327
16.427674388483968,59.405497142449065,0.026126458653142795
16.427644263749823,59.40541749434745,0.03081694954136607
16.427676316906652,59.405495392591824,0.026061949965242925
16.427645044227972,59.40541674499122,0.030817035418805046
16.4276763540814,59.405493717742225,0.02610163072978461
16.42768006724316,59.40548870689117,0.02603022578551509
16.427683595789134,59.40548561417811,0.02592528120080907
16.427687817084788,59.405482818404444,0.02577916666666667
16.427689363906786,59.40548010223387,0.025780683371050193
16.42769198033911,59.40547727109109,0.02573210857415296
16.427693201293476,59.40547529252782,0.025733631151686295
16.427693334448044,59.40547508479138,0.02573364395346195
16.42769512803181,59.405472324771694,0.02573468388194685
16.427694997279097,59.40547252071797,0.025734659189815694
16.427693553990157,59.40547338012251,0.025781514622599984
16.427701394001303,59.405480725971834,0.02510843485759781
16.427642647096036,59.40541318100454,0.03112486440089071
16.427643227185236,59.4054133659405,0.031086154134801033
16.42768332185299,59.40548612759858,0.025925255619976037
16.42764333299778,59.40541439840108,0.03102604491192716
16.427679676945317,59.40549764674954,0.02582174655017566
16.42767474564782,59.40550370630926,0.02596116507171931
16.4276694275117,59.40550831173268,0.02616804842441396
16.427668422972545,59.40551596631893,0.02609778569712462
16.427666309737486,59.40551837129596,0.02618253149555955
16.427665103000702,59.40552103595924,0.02621603468648684
16.42766369441844,59.40552375573696,0.02626379970597418
16.42766011319105,59.40552889348145,0.02641593462842077
16.42765276486188,59.40542516241771,0.029996599970212413
16.427658399935066,59.405531020188924,0.026495772690163514
16.427653477120547,59.40542539887214,0.029948705312017907
16.427658155577564,59.40553743269634,0.026471266738232236
16.427653432108656,59.405426408450815,0.02990035487726361
16.427655060441293,59.40554277758637,0.026629340017449717
16.427653435227676,59.405425441090834,0.02994869875792725
16.427653559117676,59.40554313101704,0.026713723326862716
16.42765347720733,59.405425398894515,0.029948699799975408
16.42765196220812,59.40542694122554,0.02994827883127477
16.42765192017999,59.40542698958311,0.02994800802912253
16.427650831685046,59.40555407504857,0.026876316236762413
