x,y,l
16.428176634231576,59.40529626037342,0.028064932651226827
16.42817846785105,59.40528735611374,0.029061573831786952
16.428175887089985,59.40528706770211,0.029078643692584887
16.428177597144582,59.40528180061846,0.029671711167511376
16.42817694313715,59.40527813819206,0.030073726174344558
16.428177400766934,59.40527576944485,0.03033868404487905
16.428179090860414,59.405275049581505,0.03042792983982195
16.42817917388166,59.405274632175605,0.03047463245891784
16.428181308827497,59.40527520258322,0.030423904893916002
16.428184784777805,59.40527356825156,0.03062599492353622
16.428186358981705,59.40527357702523,0.030635017098787857
16.428185563677022,59.405274061586105,0.03057633592560755
16.428185566530235,59.405274048727605,0.030577776417700073
16.42818429334352,59.40527264455782,0.030725134001786267
16.428184410922896,59.4052721005034,0.03078606278673602
16.428185169885445,59.40527270958657,0.030723409288406067
16.42818668298122,59.405272133232764,0.03079678332970493
16.42818386426516,59.40527551362186,0.03040501174937114
16.42818399486825,59.405278066062245,0.030123427742939118
16.428186953174077,59.40527880203896,0.03006111646162155
16.428181554573413,59.405292983315924,0.028457807700889428
16.42818671429297,59.405287371178424,0.02911231920316971
16.42818605616596,59.405283615942565,0.029522972160717444
16.428190285172164,59.40528272758288,0.029650120789093643
16.428191261100412,59.40528146162666,0.029796865830502423
16.4281936092929,59.4052820717325,0.02974658476641491
16.42819358485807,59.40528216608601,0.029735990597574674
