x,y
658,219.19999999999993
721,192.79999999999995
206,291.19999999999993
656,190.39999999999998
206,293.6
654,212.0
715,190.39999999999998
204,286.4
651,190.39999999999998
648,190.39999999999998
206,288.79999999999995
646,214.39999999999998
708,185.60000000000002
207,291.19999999999993
643,185.60000000000002
207,276.79999999999995
640,188.0
205,284.0
637,183.19999999999993
210,284.0
636,183.19999999999993
211,286.4
624,183.19999999999993
214,284.0
631,183.19999999999993
212,286.4
628,207.19999999999993
688,180.79999999999995
213,279.19999999999993
624,178.39999999999998
621,204.79999999999995
683,178.39999999999998
214,284.0
618,176.0
215,279.19999999999993
616,202.39999999999998
676,176.0
217,276.79999999999995
614,176.0
217,279.19999999999993
612,176.0
609,176.0
219,286.4
607,173.60000000000002
218,281.6
605,197.60000000000002
664,171.19999999999993
218,276.79999999999995
602,171.19999999999993
599,195.19999999999993
658,168.79999999999995
222,276.79999999999995
597,192.79999999999995
655,168.79999999999995
222,276.79999999999995
594,168.79999999999995
224,286.4
592,166.39999999999998
223,284.0
589,166.39999999999998
224,286.4
587,164.0
224,286.4
584,188.0
582,188.0
640,164.0
578,188.0
228,276.79999999999995
575,185.60000000000002
230,276.79999999999995
573,185.60000000000002
632,161.60000000000002
229,276.79999999999995
571,161.60000000000002
230,276.79999999999995
569,183.19999999999993
231,276.79999999999995
566,183.19999999999993
564,180.79999999999995
233,276.79999999999995
561,180.79999999999995
619,154.39999999999998
232,274.4
558,154.39999999999998
233,274.4
557,178.39999999999998
234,274.4
553,154.39999999999998
236,274.4
551,176.0
549,176.0
235,276.79999999999995
546,173.60000000000002
235,276.79999999999995
544,173.60000000000002
235,276.79999999999995
541,171.19999999999993
237,276.79999999999995
539,171.19999999999993
238,274.4
536,171.19999999999993
238,274.4
534,168.79999999999995
238,274.4
532,168.79999999999995
238,272.0
528,166.39999999999998
235,272.0
527,166.39999999999998
524,166.39999999999998
243,272.0
521,164.0
520,164.0
244,269.6
517,161.60000000000002
246,269.6
515,161.60000000000002
512,161.60000000000002
248,269.6
510,159.19999999999993
249,269.6
508,159.19999999999993
657,-280.0
250,272.0
505,156.79999999999995
520,-107.19999999999999
495,-186.4
250,269.6
