count(10HZ),latitude,longitude,batteryPercent
598,59.405436,16.42758,90
599,59.405436,16.42758,90
600,59.405436,16.42758,90
601,59.405436,16.42758,90
602,59.405436,16.42758,90
603,59.405436,16.42758,90
604,59.405436,16.42758,90
605,59.405436,16.42758,90
606,59.405436,16.42758,90
607,59.405436,16.42758,90
608,59.405436,16.42758,90
609,59.405436,16.42758,90
610,59.405436,16.42758,90
611,59.405436,16.42758,90
612,59.405436,16.42758,90
613,59.405436,16.42758,90
614,59.405436,16.427581,90
615,59.405436,16.42758,90
616,59.405436,16.42758,90
617,59.405436,16.42758,90
618,59.405436,16.42758,90
619,59.405436,16.42758,90
620,59.405436,16.42758,90
621,59.405436,16.42758,90
622,59.405436,16.42758,90
623,59.405436,16.42758,90
624,59.405436,16.42758,90
625,59.405436,16.42758,90
626,59.405436,16.42758,90
627,59.405436,16.42758,90
628,59.405436,16.42758,90
629,59.405436,16.42758,90
630,59.405436,16.42758,90
631,59.405436,16.42758,90
632,59.405436,16.42758,90
633,59.405436,16.42758,90
634,59.405436,16.42758,90
635,59.405436,16.42758,90
636,59.405436,16.427579,90
637,59.405436,16.427579,90
638,59.405436,16.427579,90
639,59.405436,16.427579,90
640,59.405436,16.427579,90
641,59.405436,16.427579,90
642,59.405436,16.427579,90
643,59.405436,16.427579,90
644,59.405436,16.427579,90
645,59.405436,16.427579,90
646,59.405436,16.427579,90
647,59.405436,16.427578,90
648,59.405436,16.427578,90
649,59.405436,16.427578,90
650,59.405436,16.427578,90
651,59.405436,16.427578,89
652,59.405436,16.427578,89
653,59.405436,16.427578,89
654,59.405436,16.427578,89
655,59.405436,16.427577,89
656,59.405436,16.427578,89
657,59.405436,16.427579,89
658,59.405437,16.42758,89
659,59.405437,16.427582,89
660,59.405437,16.427584,89
661,59.405437,16.427587,89
662,59.405437,16.42759,89
663,59.405437,16.427594,89
664,59.405437,16.427598,89
665,59.405437,16.427602,89
666,59.405436,16.427606,89
667,59.405435,16.42761,89
668,59.405434,16.427615,89
669,59.405433,16.427619,89
670,59.405432,16.427623,89
671,59.405431,16.427627,89
672,59.405429,16.427631,89
673,59.405427,16.427635,89
674,59.405425,16.427638,89
675,59.405423,16.427642,89
676,59.405422,16.427644,89
677,59.405419,16.427647,89
678,59.405417,16.427649,89
679,59.405415,16.427652,89
680,59.405412,16.427653,89
681,59.40541,16.427654,89
682,59.405408,16.427655,89
683,59.405405,16.427655,89
684,59.405404,16.427655,89
685,59.405402,16.427655,89
686,59.405402,16.427655,89
687,59.4054,16.427655,89
688,59.4054,16.427655,89
689,59.405399,16.427654,89
690,59.405398,16.427653,89
691,59.405397,16.427651,89
692,59.405397,16.427649,89
693,59.405396,16.427647,89
694,59.405395,16.427645,89
695,59.405395,16.427642,89
696,59.405394,16.427639,89
697,59.405393,16.427636,89
698,59.405392,16.427633,89
699,59.405391,16.42763,89
700,59.40539,16.427626,89
701,59.405388,16.427623,89
702,59.405387,16.427619,89
703,59.405385,16.427616,89
704,59.405383,16.427612,89
705,59.405381,16.427608,89
706,59.405379,16.427604,89
707,59.405377,16.4276,89
708,59.405375,16.427596,89
709,59.405372,16.427593,89
710,59.40537,16.427589,89
711,59.405367,16.427585,89
712,59.405364,16.427581,89
713,59.405362,16.427577,89
714,59.405359,16.427573,89
715,59.405356,16.427569,89
716,59.405352,16.427565,89
717,59.405349,16.427561,89
718,59.405346,16.427557,89
719,59.405342,16.427553,89
720,59.405339,16.427549,89
721,59.405335,16.427544,89
722,59.405331,16.427541,89
723,59.405327,16.427537,89
724,59.405323,16.427533,89
725,59.405319,16.42753,89
726,59.405315,16.427527,89
727,59.40531,16.427524,89
728,59.405306,16.427522,89
729,59.405301,16.42752,89
730,59.405296,16.427518,89
731,59.405292,16.427518,89
732,59.405287,16.427517,89
733,59.405282,16.427518,89
734,59.405278,16.427518,89
735,59.405274,16.427519,89
736,59.40527,16.42752,89
737,59.405266,16.427521,89
738,59.405263,16.427522,89
739,59.405261,16.427522,89
740,59.405258,16.427523,89
741,59.405256,16.427523,89
742,59.405254,16.427524,89
743,59.405253,16.427525,89
744,59.405251,16.427526,89
745,59.40525,16.427527,89
746,59.405249,16.427528,89
747,59.405249,16.427529,89
748,59.405248,16.427529,89
749,59.405248,16.427529,89
750,59.405248,16.427529,89
751,59.405247,16.427529,89
752,59.405247,16.427529,89
753,59.405247,16.427529,89
754,59.405247,16.427529,89
755,59.405247,16.42753,89
756,59.405247,16.42753,89
757,59.405247,16.42753,89
758,59.405246,16.42753,89
759,59.405245,16.427531,89
760,59.405244,16.427532,89
761,59.405243,16.427533,89
762,59.405242,16.427533,89
763,59.40524,16.427535,89
764,59.405239,16.427536,89
765,59.405237,16.427537,89
766,59.405235,16.427538,89
767,59.405233,16.42754,89
768,59.405231,16.427541,89
769,59.405228,16.427543,89
770,59.405226,16.427545,89
771,59.405223,16.427546,88
772,59.405221,16.427548,88
773,59.405218,16.42755,88
774,59.405215,16.427552,88
775,59.405212,16.427554,88
776,59.405208,16.427556,88
777,59.405205,16.427559,88
778,59.405202,16.427561,88
779,59.405198,16.427563,88
780,59.405194,16.427565,88
781,59.40519,16.427567,88
782,59.405186,16.42757,88
783,59.405182,16.427572,88
784,59.405178,16.427574,88
785,59.405174,16.427576,88
786,59.40517,16.427578,88
787,59.405166,16.42758,88
788,59.405163,16.427581,88
789,59.40516,16.427583,88
790,59.405157,16.427584,88
791,59.405155,16.427586,88
792,59.405153,16.427587,88
793,59.405152,16.427588,88
794,59.40515,16.427589,88
795,59.405149,16.42759,88
796,59.405148,16.427591,88
797,59.405148,16.427592,88
798,59.405147,16.427592,88
799,59.405147,16.427592,88
800,59.405147,16.427592,88
801,59.405147,16.427593,88
802,59.405147,16.427593,88
803,59.405146,16.427593,88
804,59.405146,16.427593,88
805,59.405146,16.427593,88
806,59.405146,16.427593,88
807,59.405146,16.427594,88
808,59.405146,16.427594,88
809,59.405145,16.427594,88
810,59.405145,16.427594,88
811,59.405145,16.427594,88
812,59.405145,16.427594,88
813,59.405145,16.427594,88
814,59.405145,16.427594,88
815,59.405145,16.427595,88
816,59.405145,16.427595,88
817,59.405145,16.427595,88
818,59.405145,16.427595,88
819,59.405145,16.427595,88
820,59.405145,16.427595,88
821,59.405145,16.427595,88
822,59.405145,16.427595,88
823,59.405145,16.427595,88
824,59.405145,16.427595,88
825,59.405145,16.427594,88
826,59.405145,16.427594,88
827,59.405145,16.427594,88
828,59.405145,16.427594,88
829,59.405145,16.427594,88
830,59.405145,16.427594,88
831,59.405145,16.427594,88
832,59.405145,16.427594,88
833,59.405145,16.427594,88
834,59.405145,16.427594,88
835,59.405145,16.427594,88
836,59.405145,16.427594,88
837,59.405145,16.427594,88
838,59.405145,16.427594,88
839,59.405145,16.427594,88
840,59.405145,16.427594,88
841,59.405145,16.427594,88
842,59.405144,16.427594,88
843,59.405145,16.427594,88
844,59.405144,16.427594,88
845,59.405144,16.427593,88
846,59.405144,16.427593,88
847,59.405144,16.427593,88
848,59.405144,16.427593,88
849,59.405144,16.427593,88
850,59.405144,16.427593,88
851,59.405144,16.427593,88
852,59.405144,16.427593,88
853,59.405144,16.427593,88
854,59.405144,16.427593,88
855,59.405144,16.427593,88
856,59.405144,16.427593,88
857,59.405144,16.427593,88
858,59.405144,16.427593,88
859,59.405144,16.427593,88
860,59.405144,16.427593,88
861,59.405144,16.427593,88
862,59.405144,16.427593,88
863,59.405144,16.427593,88
864,59.405144,16.427593,88
865,59.405144,16.427593,88
866,59.405144,16.427593,88
867,59.405144,16.427593,88
868,59.405144,16.427593,88
869,59.405144,16.427593,88
870,59.405145,16.427593,88
871,59.405145,16.427593,88
872,59.405145,16.427593,88
873,59.405145,16.427592,88
874,59.405145,16.427592,88
875,59.405145,16.427592,88
876,59.405145,16.427592,88
877,59.405145,16.427592,88
878,59.405145,16.427592,88
879,59.405145,16.427592,88
880,59.405145,16.427592,88
881,59.405145,16.427592,88
882,59.405145,16.427593,88
883,59.405145,16.427593,88
884,59.405145,16.427593,88
885,59.405145,16.427593,88
886,59.405145,16.427593,88
887,59.405145,16.427593,88
888,59.405145,16.427593,88
889,59.405145,16.427594,88
890,59.405145,16.427594,88
891,59.405145,16.427594,88
892,59.405145,16.427594,88
893,59.405145,16.427594,88
894,59.405145,16.427594,88
895,59.405145,16.427593,88
1751,59.405147,16.427599,88
1752,59.405147,16.427599,88
1753,59.405148,16.427599,88
1754,59.405148,16.427599,88
1755,59.405148,16.427599,88
1756,59.405148,16.427599,88
1757,59.405148,16.4276,88
1758,59.405148,16.4276,88
1759,59.405148,16.4276,88
1760,59.405148,16.4276,88
1761,59.405148,16.4276,80
1762,59.405148,16.4276,80
1763,59.405148,16.4276,80
1764,59.405148,16.4276,80
1765,59.405148,16.4276,80
1766,59.405148,16.4276,80
1767,59.405148,16.4276,80
1768,59.405148,16.4276,80
1769,59.405148,16.4276,80
1770,59.405148,16.4276,80
1771,59.405148,16.4276,80
1772,59.405148,16.4276,80
1773,59.405148,16.4276,80
1774,59.405148,16.4276,80
1775,59.405148,16.427599,80
1776,59.405148,16.427599,80
1777,59.405148,16.427599,80
1778,59.405148,16.427599,80
1779,59.405148,16.427599,80
1780,59.405148,16.427599,80
1781,59.405148,16.427598,80
1782,59.405148,16.427598,80
1783,59.405148,16.427598,80
1784,59.405148,16.427598,80
1785,59.405148,16.427598,80
1786,59.405148,16.427598,80
1787,59.405148,16.427598,80
1788,59.405148,16.427598,80
1789,59.405148,16.427598,80
1790,59.405148,16.427598,80
1791,59.405148,16.427598,80
1792,59.405149,16.427598,80
1793,59.405149,16.427598,80
1794,59.405149,16.427598,80
1795,59.405149,16.427598,80
1796,59.405149,16.427598,80
1797,59.405149,16.427598,80
1798,59.405149,16.427598,80
1799,59.405149,16.427597,80
1800,59.405149,16.427597,80
1801,59.405149,16.427597,80
1802,59.405149,16.427597,80
1803,59.405149,16.427597,80
1804,59.405149,16.427597,80
1805,59.405149,16.427597,80
1806,59.405149,16.427598,80
1807,59.405149,16.427598,80
1808,59.405148,16.427598,80
1809,59.405148,16.427597,80
1810,59.405148,16.427597,80
1811,59.405148,16.427597,80
1812,59.405148,16.427597,80
1813,59.405148,16.427597,80
1814,59.405148,16.427597,80
1815,59.405148,16.427597,80
1816,59.405148,16.427597,80
1817,59.405148,16.427597,80
1818,59.405148,16.427597,80
1819,59.405148,16.427597,80
1820,59.405148,16.427597,80
1821,59.405148,16.427597,80
1822,59.405148,16.427596,80
1823,59.405148,16.427596,80
1824,59.405147,16.427596,80
1825,59.405147,16.427596,80
1826,59.405147,16.427596,80
1827,59.405148,16.427596,80
1828,59.405148,16.427595,80
1829,59.405148,16.427595,80
1830,59.405148,16.427595,80
1831,59.405147,16.427595,80
1832,59.405147,16.427595,80
1833,59.405147,16.427595,80
1834,59.405147,16.427595,80
1835,59.405148,16.427595,80
1836,59.405147,16.427595,80
1837,59.405147,16.427595,80
1838,59.405147,16.427595,80
1839,59.405147,16.427595,80
1840,59.405147,16.427595,80
1841,59.405147,16.427595,80
1842,59.405147,16.427595,80
1843,59.405147,16.427594,80
1844,59.405147,16.427594,80
1845,59.405147,16.427594,80
1846,59.405147,16.427594,80
1847,59.405147,16.427594,80
1848,59.405147,16.427594,80
1849,59.405147,16.427594,80
1850,59.405147,16.427594,80
1851,59.405147,16.427594,80
1852,59.405147,16.427594,80
1853,59.405147,16.427594,80
1854,59.405147,16.427594,80
1855,59.405147,16.427594,80
1856,59.405147,16.427593,80
1857,59.405147,16.427593,80
1858,59.405147,16.427593,80
1859,59.405147,16.427593,80
1860,59.405147,16.427593,80
1861,59.405147,16.427593,79
