count(10HZ),latitude,longitude,batteryPercent
80,59.405613,16.42706,98
81,59.405612,16.427056,98
82,59.405612,16.427052,98
83,59.405611,16.427048,98
84,59.40561,16.427045,98
85,59.405609,16.427041,98
86,59.405607,16.427037,98
87,59.405606,16.427034,98
88,59.405604,16.427031,98
89,59.405602,16.427028,98
90,59.4056,16.427026,98
91,59.405598,16.427024,98
92,59.405595,16.427023,98
93,59.405593,16.427021,98
94,59.405591,16.427021,98
95,59.405588,16.42702,98
96,59.405585,16.427019,98
97,59.405583,16.427019,98
98,59.40558,16.427019,98
99,59.405577,16.427019,98
100,59.405574,16.42702,98
101,59.405571,16.42702,98
102,59.405569,16.42702,98
103,59.405566,16.427021,98
104,59.405565,16.42702,98
105,59.405563,16.42702,98
106,59.405562,16.42702,98
107,59.405561,16.42702,98
108,59.405561,16.42702,98
109,59.40556,16.42702,98
110,59.40556,16.42702,98
111,59.40556,16.427021,98
112,59.40556,16.427021,98
113,59.405561,16.427021,98
114,59.405561,16.427021,98
115,59.405561,16.427022,98
116,59.405561,16.427022,98
117,59.405561,16.427022,98
118,59.405561,16.427022,98
119,59.405561,16.427023,98
120,59.40556,16.427023,98
121,59.405561,16.427023,98
122,59.40556,16.427023,98
123,59.40556,16.427023,98
124,59.40556,16.427023,98
125,59.40556,16.427023,98
126,59.40556,16.427023,98
127,59.40556,16.427023,98
128,59.40556,16.427022,98
129,59.40556,16.427022,98
130,59.40556,16.427022,98
131,59.40556,16.427022,98
132,59.40556,16.427022,98
133,59.40556,16.427022,98
134,59.405561,16.427022,98
135,59.405561,16.427022,98
136,59.405561,16.427022,98
137,59.405561,16.427022,98
138,59.405561,16.427022,98
139,59.405561,16.427022,98
140,59.405561,16.427022,98
141,59.405561,16.427022,98
142,59.405561,16.427022,98
143,59.405561,16.427022,98
144,59.405561,16.427021,98
145,59.405561,16.427021,98
146,59.405561,16.427021,98
147,59.405561,16.427021,97
148,59.405561,16.427021,97
149,59.405561,16.427021,97
150,59.405562,16.427021,97
151,59.405562,16.427021,97
152,59.405562,16.427021,97
153,59.405562,16.427021,97
154,59.405562,16.427021,97
155,59.405562,16.427021,97
156,59.405562,16.42702,97
157,59.405562,16.42702,97
158,59.405562,16.42702,97
159,59.405562,16.42702,97
160,59.405562,16.42702,97
161,59.405562,16.42702,97
162,59.405562,16.42702,97
163,59.405562,16.42702,97
164,59.405562,16.42702,97
165,59.405562,16.42702,97
166,59.405563,16.42702,97
167,59.405563,16.42702,97
168,59.405563,16.42702,97
169,59.405562,16.42702,97
170,59.405563,16.42702,97
171,59.405563,16.42702,97
172,59.405562,16.427019,97
173,59.405562,16.427019,97
174,59.405562,16.427019,97
175,59.405562,16.427019,97
176,59.405563,16.427019,97
177,59.405563,16.427019,97
178,59.405562,16.427019,97
179,59.405562,16.427018,97
180,59.405562,16.427018,97
181,59.405562,16.427018,97
182,59.405562,16.427019,97
183,59.405562,16.427019,97
184,59.405562,16.427019,97
185,59.405562,16.427019,97
186,59.405562,16.427019,97
187,59.405562,16.427019,97
188,59.405562,16.427019,97
189,59.405562,16.427019,97
190,59.405562,16.427019,97
191,59.405562,16.427019,97
192,59.405562,16.42702,97
193,59.405562,16.42702,97
194,59.405562,16.42702,97
195,59.405562,16.42702,97
196,59.405562,16.42702,97
197,59.405562,16.42702,97
198,59.405562,16.42702,97
199,59.405562,16.42702,97
200,59.405562,16.42702,97
201,59.405562,16.42702,97
202,59.405562,16.427021,97
203,59.405562,16.427021,97
204,59.405562,16.42702,97
205,59.405562,16.42702,97
206,59.405562,16.42702,97
207,59.405562,16.42702,97
208,59.405563,16.42702,97
209,59.405563,16.42702,97
210,59.405563,16.42702,97
211,59.405563,16.42702,97
212,59.405563,16.42702,97
213,59.405563,16.42702,97
214,59.405563,16.42702,97
215,59.405563,16.42702,97
216,59.405563,16.42702,97
217,59.405563,16.42702,97
218,59.405563,16.42702,97
219,59.405563,16.42702,97
220,59.405563,16.42702,97
221,59.405563,16.42702,97
222,59.405563,16.42702,97
223,59.405563,16.42702,97
224,59.405563,16.427019,97
225,59.405563,16.427019,97
226,59.405563,16.427019,97
227,59.405563,16.427019,97
228,59.405563,16.427019,97
229,59.405563,16.427019,97
230,59.405563,16.427018,97
231,59.405563,16.427018,97
232,59.405563,16.427019,97
233,59.405563,16.427019,97
234,59.405563,16.427019,97
235,59.405563,16.427019,97
236,59.405563,16.427018,97
237,59.405563,16.427018,97
238,59.405563,16.427018,97
239,59.405563,16.427018,97
240,59.405563,16.427018,97
241,59.405563,16.427018,97
242,59.405563,16.427018,97
243,59.405563,16.427018,97
244,59.405563,16.427018,97
245,59.405563,16.427018,97
246,59.405563,16.427019,97
247,59.405562,16.427019,97
248,59.405562,16.42702,97
249,59.405562,16.427021,97
250,59.405562,16.427022,97
251,59.405562,16.427023,97
252,59.405562,16.427024,97
253,59.405562,16.427025,97
254,59.405562,16.427027,97
255,59.405561,16.427028,97
256,59.405562,16.42703,97
257,59.405561,16.427032,96
258,59.405561,16.427034,96
259,59.405561,16.427036,96
260,59.405561,16.427038,96
261,59.405561,16.427041,96
262,59.405561,16.427043,96
263,59.40556,16.427046,96
264,59.40556,16.427049,96
265,59.40556,16.427052,96
266,59.405559,16.427055,96
267,59.405559,16.427059,96
268,59.405559,16.427062,96
269,59.405559,16.427065,96
270,59.405558,16.427069,96
271,59.405558,16.427073,96
272,59.405557,16.427076,96
273,59.405557,16.42708,96
274,59.405557,16.427083,96
275,59.405557,16.427087,96
276,59.405557,16.427091,96
277,59.405557,16.427094,96
278,59.405557,16.427098,96
279,59.405556,16.427102,96
280,59.405556,16.427106,96
281,59.405556,16.42711,96
282,59.405556,16.427113,96
283,59.405556,16.427117,96
284,59.405555,16.427122,96
285,59.405555,16.427126,96
286,59.405555,16.42713,96
287,59.405554,16.427135,96
288,59.405554,16.427139,96
289,59.405554,16.427143,96
290,59.405554,16.427148,96
291,59.405553,16.427152,96
292,59.405553,16.427156,96
293,59.405552,16.427161,96
294,59.405552,16.427165,96
295,59.405552,16.42717,96
296,59.405552,16.427174,96
297,59.405552,16.427178,96
298,59.405552,16.427183,96
299,59.405552,16.427187,96
300,59.405551,16.427191,96
301,59.405551,16.427196,96
302,59.405551,16.4272,96
303,59.405551,16.427204,96
304,59.405551,16.427208,96
305,59.405551,16.427213,96
306,59.405551,16.427217,96
307,59.405551,16.427222,96
308,59.405551,16.427226,96
309,59.405551,16.427231,96
310,59.40555,16.427235,96
311,59.40555,16.427239,96
312,59.40555,16.427243,96
313,59.40555,16.427247,96
314,59.40555,16.427251,96
315,59.40555,16.427255,96
316,59.40555,16.427259,96
317,59.405551,16.427263,96
318,59.405551,16.427266,96
319,59.405551,16.42727,96
320,59.405552,16.427274,96
321,59.405552,16.427277,96
322,59.405552,16.427281,96
323,59.405553,16.427284,96
324,59.405553,16.427287,96
325,59.405554,16.427291,96
326,59.405555,16.427293,96
327,59.405555,16.427296,96
328,59.405557,16.427299,96
329,59.405558,16.427302,96
330,59.405559,16.427305,96
331,59.40556,16.427308,96
332,59.405562,16.427311,96
333,59.405563,16.427313,96
334,59.405565,16.427316,96
335,59.405567,16.427318,96
336,59.405569,16.427321,96
337,59.405571,16.427324,96
338,59.405573,16.427326,96
339,59.405575,16.427329,96
340,59.405577,16.427331,96
341,59.405579,16.427333,96
342,59.405582,16.427337,96
343,59.405584,16.427339,96
344,59.405586,16.427342,96
345,59.405589,16.427344,96
346,59.405591,16.427346,96
347,59.405594,16.427349,96
348,59.405597,16.427351,96
349,59.405599,16.427354,96
350,59.405602,16.427356,96
351,59.405605,16.427359,96
352,59.405608,16.427361,96
353,59.405611,16.427363,96
354,59.405615,16.427365,96
355,59.405618,16.427368,96
356,59.405621,16.42737,96
357,59.405624,16.427373,95
358,59.405627,16.427375,95
359,59.40563,16.427377,95
360,59.405634,16.42738,95
361,59.405637,16.427383,95
362,59.40564,16.427385,95
363,59.405643,16.427388,95
364,59.405646,16.42739,95
365,59.40565,16.427393,95
366,59.405653,16.427395,95
367,59.405656,16.427398,95
368,59.40566,16.427401,95
369,59.405663,16.427404,95
370,59.405667,16.427406,95
371,59.40567,16.427409,95
372,59.405673,16.427412,95
373,59.405677,16.427415,95
374,59.40568,16.427418,95
375,59.405684,16.427421,95
376,59.405687,16.427425,95
377,59.40569,16.427428,95
378,59.405694,16.427431,95
379,59.405697,16.427434,95
380,59.4057,16.427437,95
381,59.405703,16.427441,95
382,59.405707,16.427444,95
383,59.40571,16.427448,95
384,59.405713,16.427451,95
385,59.405717,16.427455,95
386,59.40572,16.427458,95
387,59.405723,16.427462,95
388,59.405726,16.427465,95
389,59.405729,16.427469,95
390,59.405732,16.427473,95
391,59.405735,16.427476,95
392,59.405739,16.42748,95
393,59.405742,16.427484,95
394,59.405745,16.427488,95
395,59.405748,16.427491,95
396,59.405751,16.427495,95
397,59.405754,16.427499,95
398,59.405757,16.427502,95
399,59.40576,16.427506,95
400,59.405762,16.427509,95
401,59.405765,16.427512,95
402,59.405768,16.427515,95
403,59.40577,16.427518,95
404,59.405772,16.427522,95
405,59.405775,16.427525,95
406,59.405777,16.427528,95
407,59.405779,16.427531,95
408,59.405781,16.427534,95
409,59.405783,16.427537,95
410,59.405784,16.42754,95
411,59.405786,16.427543,95
412,59.405788,16.427547,95
413,59.405789,16.42755,95
414,59.40579,16.427554,95
415,59.405791,16.427557,95
416,59.405792,16.42756,95
417,59.405793,16.427563,95
418,59.405794,16.427566,95
419,59.405795,16.427569,95
420,59.405796,16.427572,95
421,59.405796,16.427575,95
422,59.405797,16.427578,95
423,59.405797,16.427581,95
424,59.405798,16.427584,95
425,59.405798,16.427587,95
426,59.405798,16.42759,95
427,59.405798,16.427593,95
428,59.405799,16.427596,95
429,59.405799,16.427598,95
430,59.405799,16.427601,95
431,59.405799,16.427603,95
432,59.405799,16.427606,95
433,59.405799,16.427608,95
434,59.4058,16.427611,95
435,59.4058,16.427613,95
436,59.4058,16.427615,95
437,59.4058,16.427617,95
438,59.4058,16.427619,95
439,59.4058,16.427621,95
440,59.4058,16.427622,95
441,59.4058,16.427623,95
442,59.4058,16.427625,95
443,59.405799,16.427626,95
444,59.405799,16.427628,95
445,59.405799,16.42763,95
446,59.405799,16.427632,95
447,59.405799,16.427633,95
448,59.405798,16.427634,95
449,59.405798,16.427636,95
450,59.405798,16.427637,95
451,59.405798,16.427638,95
452,59.405798,16.427638,95
453,59.405798,16.427639,95
454,59.405798,16.427638,95
455,59.405797,16.427638,95
456,59.405797,16.427638,95
457,59.405797,16.427638,95
458,59.405797,16.427638,95
459,59.405797,16.427638,95
460,59.405797,16.427638,95
461,59.405797,16.427638,95
462,59.405797,16.427638,95
463,59.405797,16.427638,95
464,59.405797,16.427638,95
465,59.405797,16.427638,95
466,59.405797,16.427638,95
467,59.405797,16.427638,95
468,59.405797,16.427638,95
469,59.405797,16.427637,95
470,59.405797,16.427638,95
471,59.405797,16.427637,95
472,59.405797,16.427637,95
473,59.405797,16.427637,95
474,59.405797,16.427637,95
475,59.405797,16.427637,95
476,59.405797,16.427637,95
477,59.405797,16.427637,94
478,59.405797,16.427637,94
479,59.405797,16.427637,94
480,59.405797,16.427637,94
481,59.405797,16.427637,94
482,59.405798,16.427637,94
483,59.405798,16.427637,94
484,59.405798,16.427638,94
485,59.405798,16.427638,94
486,59.405798,16.427638,94
487,59.405798,16.427638,94
488,59.405797,16.427638,94
489,59.405797,16.427638,94
490,59.405797,16.427638,94
491,59.405797,16.427639,94
492,59.405797,16.427639,94
493,59.405797,16.427639,94
494,59.405797,16.427639,94
495,59.405796,16.427639,94
496,59.405796,16.427638,94
497,59.405796,16.427639,94
498,59.405796,16.427639,94
499,59.405796,16.427639,94
500,59.405796,16.427639,94
501,59.405796,16.427639,94
502,59.405796,16.427639,94
503,59.405796,16.42764,94
504,59.405796,16.42764,94
505,59.405796,16.42764,94
506,59.405796,16.427641,94
507,59.405796,16.427641,94
508,59.405797,16.427642,94
509,59.405797,16.427642,94
510,59.405797,16.427643,94
511,59.405797,16.427644,94
512,59.405797,16.427645,94
513,59.405798,16.427645,94
514,59.405798,16.427646,94
515,59.405798,16.427647,94
516,59.405799,16.427648,94
517,59.405799,16.427649,94
518,59.405799,16.42765,94
519,59.4058,16.427651,94
520,59.4058,16.427651,94
521,59.405801,16.427652,94
522,59.405801,16.427654,94
523,59.405801,16.427655,94
524,59.405802,16.427656,94
525,59.405802,16.427657,94
526,59.405803,16.427659,94
527,59.405803,16.42766,94
528,59.405804,16.427661,94
529,59.405805,16.427663,94
530,59.405805,16.427664,94
531,59.405806,16.427665,94
532,59.405806,16.427666,94
533,59.405807,16.427667,94
534,59.405806,16.427667,94
535,59.405807,16.427668,94
536,59.405806,16.427667,94
537,59.405806,16.427667,94
538,59.405806,16.427667,94
539,59.405806,16.427667,94
540,59.405806,16.427668,94
541,59.405806,16.427668,94
542,59.405806,16.427668,94
543,59.405806,16.427668,94
544,59.405807,16.427668,94
545,59.405807,16.427668,94
546,59.405807,16.427668,94
547,59.405807,16.427668,94
548,59.405807,16.427668,94
549,59.405807,16.427669,94
550,59.405807,16.427669,94
551,59.405807,16.427669,94
552,59.405807,16.427669,94
553,59.405807,16.427669,94
554,59.405807,16.427669,94
555,59.405807,16.427669,94
556,59.405807,16.427669,94
557,59.405807,16.427669,94
558,59.405807,16.427669,94
559,59.405807,16.427669,94
560,59.405807,16.427669,94
561,59.405807,16.427669,94
562,59.405807,16.427669,94
563,59.405807,16.427669,94
564,59.405807,16.427669,94
565,59.405807,16.427669,94
566,59.405807,16.427669,94
567,59.405807,16.427669,94
568,59.405807,16.427669,94
569,59.405807,16.427669,94
570,59.405806,16.427669,94
571,59.405806,16.427669,94
572,59.405806,16.427669,94
573,59.405806,16.42767,94
574,59.405806,16.42767,94
575,59.405806,16.42767,94
576,59.405806,16.42767,94
577,59.405806,16.42767,94
578,59.405806,16.42767,94
579,59.405806,16.42767,94
580,59.405806,16.42767,94
581,59.405807,16.42767,94
582,59.405806,16.427669,94
583,59.405807,16.427669,94
584,59.405807,16.42767,94
585,59.405807,16.42767,94
586,59.405807,16.42767,94
587,59.405807,16.42767,93
588,59.405807,16.42767,93
589,59.405807,16.42767,93
590,59.405807,16.42767,93
591,59.405807,16.42767,93
592,59.405807,16.42767,93
593,59.405807,16.42767,93
594,59.405807,16.42767,93
595,59.405807,16.42767,93
596,59.405807,16.42767,93
597,59.405807,16.42767,93
598,59.405806,16.427669,93
599,59.405806,16.427669,93
600,59.405806,16.427669,93
601,59.405806,16.427669,93
602,59.405806,16.427669,93
603,59.405806,16.427669,93
604,59.405806,16.427669,93
605,59.405806,16.427669,93
606,59.405806,16.427669,93
607,59.405806,16.427669,93
608,59.405806,16.427669,93
609,59.405806,16.427669,93
610,59.405806,16.427669,93
611,59.405806,16.427669,93
612,59.405806,16.427669,93
613,59.405806,16.427669,93
614,59.405806,16.427669,93
615,59.405806,16.42767,93
616,59.405806,16.42767,93
617,59.405806,16.42767,93
618,59.405806,16.42767,93
619,59.405806,16.427671,93
620,59.405807,16.427671,93
621,59.405807,16.427672,93
622,59.405808,16.427672,93
623,59.405808,16.427673,93
624,59.405809,16.427674,93
625,59.40581,16.427675,93
626,59.405811,16.427676,93
627,59.405811,16.427677,93
628,59.405812,16.427678,93
629,59.405813,16.427679,93
630,59.405814,16.427681,93
631,59.405816,16.427682,93
632,59.405817,16.427684,93
633,59.405818,16.427685,93
634,59.40582,16.427687,93
635,59.405821,16.427688,93
636,59.405823,16.42769,93
637,59.405825,16.427691,93
638,59.405826,16.427693,93
639,59.405828,16.427694,93
640,59.40583,16.427696,93
641,59.405832,16.427697,93
642,59.405834,16.427698,93
643,59.405836,16.4277,93
644,59.405838,16.427701,93
645,59.405841,16.427703,93
646,59.405843,16.427705,93
647,59.405846,16.427707,93
648,59.405848,16.427709,93
649,59.405851,16.427711,93
650,59.405854,16.427713,93
651,59.405857,16.427716,93
652,59.40586,16.427718,93
653,59.405863,16.427721,93
654,59.405866,16.427724,93
655,59.40587,16.427726,93
656,59.405873,16.427729,93
657,59.405877,16.427732,93
658,59.40588,16.427735,93
659,59.405884,16.427738,93
660,59.405888,16.427741,93
661,59.405892,16.427743,93
662,59.405896,16.427746,93
663,59.4059,16.427749,93
664,59.405904,16.427752,93
665,59.405908,16.427755,93
666,59.405912,16.427758,93
667,59.405915,16.427761,93
668,59.405919,16.427764,93
669,59.405923,16.427767,93
670,59.405926,16.42777,93
671,59.40593,16.427774,93
672,59.405933,16.427777,93
673,59.405937,16.427781,93
674,59.40594,16.427785,93
675,59.405943,16.427789,93
676,59.405946,16.427794,93
677,59.405949,16.427799,93
678,59.405951,16.427804,93
679,59.405954,16.427809,93
680,59.405956,16.427814,93
681,59.405958,16.42782,93
682,59.405961,16.427826,93
683,59.405963,16.427832,93
684,59.405965,16.427838,93
685,59.405967,16.427844,93
686,59.405969,16.427851,93
687,59.405971,16.427858,92
688,59.405972,16.427864,92
689,59.405974,16.427871,92
690,59.405976,16.427878,92
691,59.405977,16.427886,92
692,59.405979,16.427893,92
693,59.40598,16.427901,92
694,59.405981,16.427908,92
695,59.405982,16.427916,92
696,59.405983,16.427924,92
697,59.405984,16.427932,92
698,59.405986,16.42794,92
699,59.405987,16.427948,92
700,59.405988,16.427956,92
701,59.405988,16.427965,92
702,59.40599,16.427974,92
703,59.40599,16.427983,92
704,59.405991,16.427992,92
705,59.405992,16.428001,92
706,59.405993,16.428009,92
707,59.405993,16.428018,92
708,59.405994,16.428027,92
709,59.405995,16.428036,92
710,59.405995,16.428046,92
711,59.405996,16.428055,92
712,59.405996,16.428064,92
713,59.405996,16.428074,92
714,59.405997,16.428084,92
715,59.405997,16.428093,92
716,59.405997,16.428103,92
717,59.405998,16.428112,92
718,59.405998,16.428121,92
719,59.405998,16.42813,92
720,59.405998,16.428139,92
721,59.405998,16.428149,92
722,59.405999,16.428159,92
723,59.405999,16.428168,92
724,59.405999,16.428178,92
725,59.405999,16.428187,92
726,59.405999,16.428196,92
727,59.406,16.428204,92
728,59.406,16.428212,92
729,59.406,16.428219,92
730,59.406,16.428226,92
731,59.406,16.428232,92
732,59.406,16.428237,92
733,59.406,16.428242,92
734,59.406,16.428247,92
735,59.406001,16.428251,92
736,59.406,16.428255,92
737,59.406,16.428258,92
738,59.406001,16.428261,92
739,59.406001,16.428264,92
740,59.406001,16.428266,92
741,59.406,16.428268,92
742,59.406,16.42827,92
743,59.406001,16.428271,92
744,59.406001,16.428272,92
745,59.406001,16.428272,92
746,59.406001,16.428273,92
747,59.406001,16.428273,92
748,59.406001,16.428273,92
749,59.406001,16.428273,92
750,59.406001,16.428273,92
751,59.406001,16.428273,92
752,59.406001,16.428274,92
753,59.406002,16.428274,92
754,59.406001,16.428274,92
755,59.406002,16.428274,92
756,59.406002,16.428275,92
757,59.406002,16.428275,92
758,59.406002,16.428275,92
759,59.406002,16.428275,92
760,59.406002,16.428275,92
761,59.406002,16.428275,92
762,59.406002,16.428275,92
763,59.406002,16.428275,92
764,59.406002,16.428276,92
765,59.406002,16.428276,92
766,59.406002,16.428276,92
767,59.406002,16.428276,92
768,59.406002,16.428276,92
769,59.406001,16.428277,92
770,59.406001,16.428277,92
771,59.406001,16.428277,92
772,59.406001,16.428277,92
773,59.406001,16.428277,92
774,59.406001,16.428277,92
775,59.406001,16.428278,92
776,59.406001,16.428278,92
777,59.406001,16.428278,92
778,59.406001,16.428278,92
779,59.406001,16.428279,92
780,59.406001,16.428279,92
781,59.406001,16.428279,92
782,59.406001,16.428278,92
783,59.406001,16.428278,92
784,59.406001,16.428278,92
785,59.406001,16.428278,92
786,59.406001,16.428278,92
787,59.406001,16.428278,92
788,59.406001,16.428278,92
789,59.406001,16.428278,92
790,59.406001,16.428277,92
791,59.406001,16.428277,92
792,59.406001,16.428277,92
793,59.406001,16.428277,92
794,59.406001,16.428277,92
795,59.406001,16.428277,92
796,59.406002,16.428277,92
797,59.406002,16.428277,92
798,59.406002,16.428277,92
799,59.406002,16.428277,92
800,59.406002,16.428277,92
801,59.406002,16.428277,92
802,59.406002,16.428277,92
803,59.406002,16.428277,92
804,59.406002,16.428277,92
805,59.406002,16.428277,92
806,59.406002,16.428277,92
807,59.406002,16.428277,92
808,59.406002,16.428277,92
809,59.406002,16.428277,92
810,59.406002,16.428277,92
811,59.406002,16.428277,92
812,59.406002,16.428277,92
813,59.406002,16.428277,92
814,59.406002,16.428278,92
815,59.406002,16.428278,92
816,59.406002,16.428278,92
817,59.406002,16.428278,91
818,59.406001,16.428278,91
819,59.406001,16.428278,91
820,59.406001,16.428278,91
821,59.406001,16.428278,91
822,59.406001,16.428278,91
823,59.406001,16.428278,91
824,59.406001,16.428278,91
825,59.406001,16.428278,91
826,59.406001,16.428278,91
827,59.406001,16.428278,91
828,59.406001,16.428278,91
829,59.406001,16.428278,91
830,59.406001,16.428279,91
831,59.406001,16.428279,91
832,59.406001,16.428279,91
833,59.406001,16.428279,91
834,59.406001,16.428279,91
835,59.406001,16.428279,91
836,59.406001,16.428278,91
837,59.406001,16.428278,91
838,59.406001,16.428278,91
839,59.406001,16.428278,91
840,59.406001,16.428278,91
841,59.406001,16.428278,91
842,59.406001,16.428278,91
843,59.406001,16.428278,91
844,59.406001,16.428278,91
845,59.406001,16.428278,91
846,59.406001,16.428277,91
847,59.406001,16.428277,91
848,59.406001,16.428277,91
849,59.406001,16.428277,91
850,59.406001,16.428277,91
851,59.406001,16.428277,91
852,59.406001,16.428277,91
853,59.406,16.428277,91
854,59.406,16.428276,91
855,59.406,16.428276,91
856,59.406,16.428277,91
857,59.406,16.428277,91
858,59.406001,16.428277,91
859,59.406001,16.428277,91
860,59.406,16.428277,91
861,59.406,16.428277,91
862,59.406,16.428277,91
863,59.406,16.428277,91
864,59.406,16.428277,91
865,59.406,16.428277,91
866,59.406,16.428277,91
867,59.406,16.428278,91
868,59.406,16.428277,91
869,59.406,16.428277,91
870,59.406,16.428277,91
871,59.406,16.428277,91
872,59.406,16.428277,91
873,59.406,16.428277,91
874,59.406,16.428277,91
875,59.406,16.428277,91
876,59.406,16.428277,91
877,59.405999,16.428279,91
878,59.405998,16.428281,91
879,59.405997,16.428284,91
880,59.405993,16.428289,91
881,59.40599,16.428291,91
882,59.405985,16.428294,91
883,59.405981,16.428296,91
884,59.405977,16.428296,91
885,59.405972,16.428297,91
886,59.405967,16.428295,91
887,59.405961,16.428293,91
888,59.405956,16.428289,91
889,59.405951,16.428286,91
890,59.405946,16.428281,91
891,59.405941,16.428276,91
892,59.405935,16.42827,91
893,59.405929,16.428263,91
894,59.405923,16.428255,91
895,59.405917,16.428247,91
896,59.405912,16.428239,91
897,59.405905,16.428229,91
898,59.4059,16.428221,91
899,59.405894,16.42821,91
900,59.405888,16.428199,91
901,59.405881,16.428188,91
902,59.405875,16.428175,91
903,59.405868,16.428162,91
904,59.405862,16.42815,91
905,59.405855,16.428136,91
906,59.405848,16.428122,91
907,59.405842,16.428107,91
908,59.405835,16.428093,91
909,59.405829,16.428077,91
910,59.405822,16.428061,91
911,59.405815,16.428044,91
912,59.405808,16.428028,91
913,59.405801,16.428011,91
914,59.405794,16.427994,91
915,59.405787,16.427976,91
916,59.405779,16.427957,91
917,59.405772,16.427939,91
918,59.405765,16.427922,91
919,59.405758,16.427903,91
920,59.40575,16.427884,91
921,59.405743,16.427865,91
922,59.405735,16.427845,91
923,59.405728,16.427825,91
924,59.405721,16.427808,91
925,59.405713,16.427788,91
926,59.405705,16.427767,91
927,59.405697,16.427747,90
928,59.40569,16.427729,90
929,59.405683,16.427709,90
930,59.405675,16.427688,90
931,59.405667,16.427668,90
932,59.405659,16.427646,90
933,59.405651,16.427626,90
934,59.405643,16.427606,90
935,59.405635,16.427586,90
936,59.405627,16.427566,90
937,59.405619,16.427546,90
938,59.405612,16.427528,90
939,59.405604,16.427508,90
940,59.405595,16.427488,90
941,59.405587,16.427468,90
942,59.405578,16.427447,90
943,59.40557,16.427428,90
944,59.405562,16.427411,90
945,59.405554,16.427394,90
946,59.405548,16.427378,90
947,59.405542,16.427363,90
948,59.405537,16.42735,90
949,59.405532,16.427338,90
950,59.405529,16.427329,90
951,59.405525,16.427319,90
952,59.405522,16.42731,90
953,59.40552,16.427303,90
954,59.405517,16.427297,90
955,59.405516,16.427292,90
956,59.405514,16.427288,90
957,59.405513,16.427285,90
958,59.405513,16.427283,90
959,59.405512,16.427282,90
960,59.405511,16.42728,90
961,59.405509,16.42728,90
962,59.405505,16.42728,90
963,59.405502,16.427281,90
964,59.405496,16.42728,90
965,59.405492,16.427281,90
966,59.405487,16.427281,90
967,59.405482,16.427282,90
968,59.405476,16.427282,90
969,59.405471,16.427283,90
970,59.405467,16.427283,90
971,59.405463,16.427284,90
972,59.405462,16.427283,90
973,59.40546,16.427283,90
974,59.405461,16.427283,90
975,59.40546,16.427283,90
976,59.405461,16.427282,90
977,59.40546,16.427281,90
978,59.405461,16.427281,90
979,59.405461,16.42728,90
980,59.405461,16.42728,90
981,59.405461,16.42728,90
982,59.405461,16.42728,90
983,59.405461,16.427279,90
984,59.40546,16.42728,90
985,59.40546,16.427279,90
986,59.40546,16.427279,90
987,59.40546,16.427278,90
988,59.40546,16.427279,90
989,59.40546,16.427278,90
990,59.40546,16.427279,90
991,59.40546,16.427278,90
992,59.40546,16.427278,90
993,59.40546,16.427278,90
994,59.405461,16.427278,90
995,59.405461,16.427277,90
996,59.405463,16.427276,90
997,59.405464,16.427274,89
